,Año,Modelo,Precio,Kms,Transmision,t_combustible,Href
365,2014,Mercedes-Benz S 500 4.7 S 500 Auto,$36.900.000 CLP,122.900 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-mercedes-benz-s-500-4-7-s-500-auto/CP-AD-1275469/?Cr=400
366,2017,Hyundai Santa Fe 2.2 DM GLS 4WD Auto CRDI Full,$22.990.000 CLP,63.526 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-hyundai-santa-fe-2-2-dm-gls-4wd-auto-crdi-full/CP-AD-7971675/?Cr=401
367,2016,Mercedes-Benz Gla 220 2.1 GLA 220 CDI 4Matic DCT,$27.990.000 CLP,138.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2016-mercedes-benz-gla-220-2-1-gla-220-cdi-4matic-dct/CP-AD-7973777/?Cr=402
368,2016,Mercedes-Benz Cls 400 CLS400 CLS 400,$35.990.000 CLP,43.300 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-mercedes-benz-cls-400-cls400-cls-400/CP-AD-7910435/?Cr=403
369,2019,Ford F-150 3.5 Platinum Auto Ecoboost 4WD,$44.980.000 CLP,39.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-ford-f-150-3-5-platinum-auto-ecoboost-4wd/CP-AD-1276911/?Cr=404
370,2012,BMW 320 320iA Sport,$14.990.000 CLP,115.388 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2012-bmw-320-320ia-sport/CP-AD-7971614/?Cr=405
371,2018,Chevrolet Camaro 6.2 SS Six Auto,$35.990.000 CLP,35.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-chevrolet-camaro-6-2-ss-six-auto/CP-AD-7903166/?Cr=407
372,2017,Mazda Cx-5 GT 4X4 2.2 DIESEL AT,$22.980.000 CLP,123.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-mazda-cx-5-gt-4x4-2-2-diesel-at/CP-AD-7936336/?Cr=408
373,2021,BMW Z4 M40i,$64.980.000 CLP,2.700 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-bmw-z4-m40i/CP-AD-7933371/?Cr=409
374,2020,Peugeot 3008 1.6 THP 165 Auto Allure,$26.690.000 CLP,21.400 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-peugeot-3008-1-6-thp-165-auto-allure/CP-AD-7924188/?Cr=410
375,2019,Ford Escape ECOBOOST 2.0 AUT,$19.000.000 CLP,28.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-ford-escape-ecoboost-2-0-aut/CP-AD-7972993/?Cr=411
376,2020,Mercedes-Benz E 200 2.0 E 200 Auto Coupe,$43.990.000 CLP,11.950 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-mercedes-benz-e-200-2-0-e-200-auto-coupe/CP-AD-7970559/?Cr=412
377,2013,Audi Q5 QUATTRO,$18.990.000 CLP,153.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-audi-q5-quattro/CP-AD-7935298/?Cr=413
378,2019,Nissan Qashqai 2.0 Sense,$16.980.000 CLP,27.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-nissan-qashqai-2-0-sense/CP-AD-7938246/?Cr=414
379,2014,Dodge Journey SE 2.4 AT,$14.490.000 CLP,128.382 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-dodge-journey-se-2-4-at/CP-AD-7963256/?Cr=415
380,2019,Hyundai Santa Fe MT 2.4 MPI SW 5P 6AT 4X2,$24.990.000 CLP,16.511 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-hyundai-santa-fe-mt-2-4-mpi-sw-5p-6at-4x2/CP-AD-7960586/?Cr=416
381,JMC ,ARRYING 2020 DIESEL 3.0 TON CS DESCUENTA IVA,$19.890.000 CLP,14.130 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/jmc-carrying-2020-diesel-3-0-ton-cs-descuenta-iva/GI-AD-27134/?Cr=417
382,2016,Suzuki Jimny GLX FULL AC 1.3 4X4,$9.990.000 CLP,155.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-jimny-glx-full-ac-1-3-4x4/CP-AD-7961691/?Cr=418
383,2014,Audi Q5 2.0 TDI S Tronic Quattro,$21.490.000 CLP,121.445 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2014-audi-q5-2-0-tdi-s-tronic-quattro/CP-AD-7971605/?Cr=419
384,2015,Mercedes-Benz B 180 1.6 Blue Efficiency Auto,$14.990.000 CLP,102.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-mercedes-benz-b-180-1-6-blue-efficiency-auto/CP-AD-7972057/?Cr=420
385,2017,Kia Carens EX 2.0,$14.190.000 CLP,41.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-kia-carens-ex-2-0/CP-AD-7974156/?Cr=421
386,2013,Mercedes-Benz C 180 1.8 C 180 CGI Blue Efficiency Limited,$14.490.000 CLP,119.599 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-mercedes-benz-c-180-1-8-c-180-cgi-blue-efficiency-limited/CP-AD-7972048/?Cr=422
387,2014,Volvo S60 1.6 T4 Powershift Comfort,$12.690.000 CLP,97.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-volvo-s60-1-6-t4-powershift-comfort/CP-AD-7972119/?Cr=423
388,BMW ,550 2019 4.4 XDRIVE AT 4P,$52.990.000 CLP,22.228 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/bmw-m550-2019-4-4-xdrive-at-4p/GI-AD-32141/?Cr=424
389,2021,Hyundai Santa Fe 2.5 Auto Plus,$31.290.000 CLP,6.876 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-hyundai-santa-fe-2-5-auto-plus/CP-AD-7978733/?Cr=425
390,2015,BMW 125 2.0 125i SPORT AUTO,$19.890.000 CLP,93.512 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-bmw-125-2-0-125i-sport-auto/CP-AD-7978800/?Cr=426
391,Mazd, Cx-5 2019 2.0 R AWD 6MT 5P,$22.490.000 CLP,63.100 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/mazda-cx-5-2019-2-0-r-awd-6mt-5p/GI-AD-31228/?Cr=427
392,2021,Chevrolet Traverse PREMIER,$37.990.000 CLP,16.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-chevrolet-traverse-premier/CP-AD-7958361/?Cr=428
393,2021,Peugeot Partner 1.6 HDI L1,$16.390.000 CLP,51.251 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2021-peugeot-partner-1-6-hdi-l1/CP-AD-7977759/?Cr=429
394,2018,Mercedes-Benz Gle 43 Coupe OrangeArt Edition 4WD,$64.990.000 CLP,20.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-mercedes-benz-gle-43-coupe-orangeart-edition-4wd/CP-AD-7935324/?Cr=430
395,2022,Volkswagen Gol 1.6 Trendline,$11.570.000 CLP,Manual,Bencina,"13,7 Kms/Lt.",https://www.chileautos.cl/vehiculos/detalles/2022-volkswagen-gol-1-6-trendline/CP-AD-7979216/?Cr=431
396,2017,Peugeot Partner HDI 1.6,$13.490.000 CLP,106.800 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-peugeot-partner-hdi-1-6/CP-AD-7926491/?Cr=432
397,2020,Mazda 3 2.0 Skyactiv-G V HB,$19.490.000 CLP,28.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-mazda-3-2-0-skyactiv-g-v-hb/CP-AD-7927553/?Cr=433
398,Grea, Wall M4 2019 1.5 SR 4X2 MT 5P,$11.990.000 CLP,53.220 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/great-wall-m4-2019-1-5-sr-4x2-mt-5p/GI-AD-28195/?Cr=434
399,2021,Chevrolet Onix 1.0 Turbo LT,$14.390.000 CLP,14.562 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-chevrolet-onix-1-0-turbo-lt/CP-AD-7971634/?Cr=435
400,2017,Ford Focus 2.0 SE AT 5P,$13.400.000 CLP,10.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-ford-focus-2-0-se-at-5p/CP-AD-7958635/?Cr=436
401,2013,Audi Q7 3.0 FSI Tiptronic Quattro 333 hp,$24.990.000 CLP,152.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-audi-q7-3-0-fsi-tiptronic-quattro-333-hp/CP-AD-7959260/?Cr=437
402,2018,Chery Tiggo 2 1.5 GLS,$10.390.000 CLP,58.775 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-chery-tiggo-2-1-5-gls/CP-AD-7976539/?Cr=438
403,2020,Kia Rio 4 1.4 LX AC,$12.480.000 CLP,30.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-kia-rio-4-1-4-lx-ac/CP-AD-7964240/?Cr=439
404,2011,Mercedes-Benz E 200 1.8 E 200 CGI BlueEfficiency,$14.900.000 CLP,91.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2011-mercedes-benz-e-200-1-8-e-200-cgi-blueefficiency/CP-AD-7971362/?Cr=440
405,2021,Peugeot 2008 1.5 BlueHDI 120 HP Auto Allure Pack,$23.890.000 CLP,34.326 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2021-peugeot-2008-1-5-bluehdi-120-hp-auto-allure-pack/CP-AD-7971959/?Cr=441
406,2016,Mercedes-Benz C 63 Amg 4.0 C63 AMG AUTO,$40.990.000 CLP,61.324 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-mercedes-benz-c-63-amg-4-0-c63-amg-auto/CP-AD-7972033/?Cr=442
407,2016,Mercedes-Benz C 220 2.1 C 220 CDI AUTO BLUETEC AUTO,$28.990.000 CLP,102.705 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2016-mercedes-benz-c-220-2-1-c-220-cdi-auto-bluetec-auto/CP-AD-7972036/?Cr=443
408,2021,Ford Explorer 2.3 XLT Auto,$36.990.000 CLP,9.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-ford-explorer-2-3-xlt-auto/CP-AD-7977800/?Cr=444
409,2017,Peugeot 3008 1.6 BlueHDI 120 Allure,$21.990.000 CLP,54.362 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-peugeot-3008-1-6-bluehdi-120-allure/CP-AD-7978489/?Cr=445
410,Volk,wagen Tiguan 2019 2.0 TSI LIMITED 4MOTION AT 7P,$28.900.000 CLP,48.349 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/volkswagen-tiguan-2019-2-0-tsi-limited-4motion-at-7p/GI-AD-26107/?Cr=446
411,2016,Audi A1 1.4 TFSI,$14.980.000 CLP,87.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-audi-a1-1-4-tfsi/CP-AD-7905544/?Cr=447
412,2020,Ford Explorer 2.3 Limited Ecoboost Auto 4WD,$37.890.000 CLP,22.600 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-ford-explorer-2-3-limited-ecoboost-auto-4wd/CP-AD-7978424/?Cr=448
413,2018,Mazda Cx-5 2.0 Skyactiv GT Auto 4WD,$23.990.000 CLP,76.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CP-AD-7978619/?Cr=449
414,2019,Great Wall Wingle 6 2.0 Diesel Deluxe,$14.480.000 CLP,116.626 km,Manual,Diesel,https://www.chileautos.cl/vehiculos/detalles/2019-great-wall-wingle-6-2-0-diesel-deluxe/CP-AD-7953296/?Cr=450
415,2017,Jeep Renegade LONGITUDE 4X4 FULL 2.4 AUT,$20.290.000 CLP,67.400 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-jeep-renegade-longitude-4x4-full-2-4-aut/CP-AD-7965254/?Cr=451
416,Dodg, Dakota 2010 3.7 LARAMIE 4WD AT 4P,$8.990.000 CLP,165.268 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/dodge-dakota-2010-3-7-laramie-4wd-at-4p/GI-AD-27475/?Cr=452
417,2020,Peugeot 3008 1.5 BlueHDI 130 EAT8 Allure,$23.690.000 CLP,97.141 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2020-peugeot-3008-1-5-bluehdi-130-eat8-allure/CP-AD-7977853/?Cr=453
418,2019,Volvo Xc60 2.0 T5 Momentum Auto 4WD,$36.990.000 CLP,36.100 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-xc60-2-0-t5-momentum-auto-4wd/CP-AD-7940767/?Cr=454
419,2021,Peugeot 2008 1.5 BlueHDI 120 HP Auto Allure Pack,$23.890.000 CLP,34.326 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2021-peugeot-2008-1-5-bluehdi-120-hp-auto-allure-pack/CP-AD-7966655/?Cr=455
420,2015,Kia Sorento 2.4 EX 7A GSL Auto Full 4WD,$16.970.000 CLP,100.200 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-kia-sorento-2-4-ex-7a-gsl-auto-full-4wd/CP-AD-7942176/?Cr=456
421,2015,Ford Explorer 3.5 XLT Auto,$20.990.000 CLP,79.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-ford-explorer-3-5-xlt-auto/CP-AD-7958915/?Cr=457
422,2020,Mazda Bt-50 3.2 DSL SDX Auto Hi Rider 4WD,$29.990.000 CLP,62.310 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2020-mazda-bt-50-3-2-dsl-sdx-auto-hi-rider-4wd/CP-AD-7960050/?Cr=458
423,2020,Changan Cx70 1.6 Luxury,$13.680.000 CLP,20.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-changan-cx70-1-6-luxury/CP-AD-7963795/?Cr=459
424,2014,Nissan Pathfinder 3.5 Advance CVT,$17.490.000 CLP,125.619 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-nissan-pathfinder-3-5-advance-cvt/CP-AD-7972079/?Cr=460
425,2021,Nissan Kicks 1.6 CVT Auto Exclusive,$18.990.000 CLP,28.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-nissan-kicks-1-6-cvt-auto-exclusive/CP-AD-7978499/?Cr=461
426,2018,Land Rover Discovery HSE 3.0 SUPERCHARGED,$47.970.000 CLP,90.600 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-land-rover-discovery-hse-3-0-supercharged/CP-AD-7963043/?Cr=462
427,2017,Dodge Ram 1500 LARAMIE CREWCAB 5.7L A/T 4X4,$30.990.000 CLP,88.940 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-dodge-ram-1500-laramie-crewcab-5-7l-a-t-4x4/CP-AD-7963896/?Cr=463
428,2016,Toyota 4Runner 4.0 SR5 MV Auto,$25.980.000 CLP,84.116 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-toyota-4runner-4-0-sr5-mv-auto/CP-AD-7972744/?Cr=464
429,2021,Chevrolet N400 Max 1.5 Van AC,$11.290.000 CLP,10.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-chevrolet-n400-max-1-5-van-ac/CP-AD-7978487/?Cr=465
430,2019,Mazda 3 2.0 Manual Skyactiv-G V,$17.290.000 CLP,72.286 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-mazda-3-2-0-manual-skyactiv-g-v/CP-AD-7902019/?Cr=466
431,2016,Dodge Ram 1500 SLT 4X4 3.6 AUT,$26.880.000 CLP,91.600 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-dodge-ram-1500-slt-4x4-3-6-aut/CP-AD-7920669/?Cr=467
432,2021,Peugeot 5008 1.5 BlueHDI 130 HP Auto Active,$28.490.000 CLP,33.175 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2021-peugeot-5008-1-5-bluehdi-130-hp-auto-active/CP-AD-7970058/?Cr=469
433,2017,Volvo Xc90 INSCRIPTION D5,$39.980.000 CLP,98.600 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2017-volvo-xc90-inscription-d5/CP-AD-7944428/?Cr=470
434,2016,Mazda Cx-5 2.0 Skyactiv GT Auto 4WD,$18.990.000 CLP,72.649 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-mazda-cx-5-2-0-skyactiv-gt-auto-4wd/CP-AD-7972022/?Cr=471
435,2019,Subaru Impreza 2.0i CVT Auto XS 4WD,$18.490.000 CLP,21.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=472
436,2020,Suzuki Baleno 1.4 GLS Auto,$13.590.000 CLP,47.738 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-suzuki-baleno-1-4-gls-auto/CP-AD-7967551/?Cr=473
437,Toyo,a Yaris 2018 1.5 GLI 151ME1 MT 4P,$12.190.000 CLP,62.130 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/toyota-yaris-2018-1-5-gli-151me1-mt-4p/GI-AD-27471/?Cr=474
438,Peug,ot 2008 2021 1.2 ACTIVE PURETECH 130 MT 5P,$20.390.000 CLP,17.959 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/peugeot-2008-2021-1-2-active-puretech-130-mt-5p/GI-AD-27455/?Cr=475
439,2018,Renault Alaskan 2.3 Diesel Auto Intens Nav 4WD,$27.990.000 CLP,33.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2018-renault-alaskan-2-3-diesel-auto-intens-nav-4wd/CP-AD-7972093/?Cr=476
440,2020,Peugeot 3008 1.5 BlueHDI 130 EAT8 Allure,$24.990.000 CLP,51.992 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2020-peugeot-3008-1-5-bluehdi-130-eat8-allure/CP-AD-7967299/?Cr=477
441,2021,Renault CLIO IV EXPRESSION 1.2 MT,$13.490.000 CLP,30.327 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-renault-clio-iv-expression-1-2-mt/CP-AD-7978225/?Cr=478
442,2019,Chevrolet Cruze 1.4T Auto LT,$14.980.000 CLP,44.700 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-chevrolet-cruze-1-4t-auto-lt/CP-AD-7951506/?Cr=479
443,2017,Kia Morning 1.2 EX Sport,$7.950.000 CLP,67.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-kia-morning-1-2-ex-sport/CP-AD-7967668/?Cr=480
444,2017,BMW 320I LCI 2.0 AUT,$21.780.000 CLP,96.196 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-bmw-320i-lci-2-0-aut/CP-AD-7893440/?Cr=481
445,2019,Renault Clio 1.2 Manual Expression,$12.990.000 CLP,22.830 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-renault-clio-1-2-manual-expression/CP-AD-7976439/?Cr=482
446,2019,Mazda Cx-5 2.0 Skyactiv R Auto,$23.990.000 CLP,43.686 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-mazda-cx-5-2-0-skyactiv-r-auto/CP-AD-7959088/?Cr=483
447,2018,Land Rover Range Rover Sport 3.0 SDV6 HSE Auto 4WD,$70.980.000 CLP,101.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2018-land-rover-range-rover-sport-3-0-sdv6-hse-auto-4wd/CP-AD-7958567/?Cr=484
448,2017,Ford Explorer 2.3 Limited Ecoboost Auto,$25.980.000 CLP,168.700 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-ford-explorer-2-3-limited-ecoboost-auto/CP-AD-7968472/?Cr=485
449,2014,Lexus Gs 2.5,$15.990.000 CLP,120.700 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-lexus-gs-2-5/CP-AD-7947268/?Cr=486
450,2020,Hyundai Tucson 2.0 Value,$21.990.000 CLP,46.036 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-hyundai-tucson-2-0-value/CP-AD-7939102/?Cr=487
451,2021,Volvo Xc40 FWD,$37.770.000 CLP,7.600 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-volvo-xc40-fwd/CP-AD-7961290/?Cr=488
452,Chev,olet Onix 2018 1.4 LT HB MT 5P,$6.990.000 CLP,70.411 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/chevrolet-onix-2018-1-4-lt-hb-mt-5p/GI-AD-27127/?Cr=490
453,2019,Land Rover Range Rover Range Rover SPORT SDV8 DIESEL,$84.970.000 CLP,26.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2019-land-rover-range-rover-range-rover-sport-sdv8-diesel/CP-AD-7940845/?Cr=491
454,2018,Great Wall Wingle 5 SOLO 33.000 KILOMETROS NUNCA CARGADA USO FAMILIAR,$11.900.000 CLP,33.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-great-wall-wingle-5-solo-33-000-kilometros-nunca-cargada-uso-familiar/CP-AD-7967670/?Cr=492
455,2021,Peugeot 5008 1.5 BlueHDI 130 HP Auto Active,$28.490.000 CLP,33.175 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2021-peugeot-5008-1-5-bluehdi-130-hp-auto-active/CP-AD-7970459/?Cr=493
456,2017,Nissan X-Trail 2.5 CVT Auto Sense,$19.290.000 CLP,104.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-nissan-x-trail-2-5-cvt-auto-sense/CP-AD-7950905/?Cr=494
457,2014,Mazda 3 2.0 Skyactiv-G GT Auto,$13.980.000 CLP,99.800 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2014-mazda-3-2-0-skyactiv-g-gt-auto/CP-AD-7961364/?Cr=495
458,2016,Ford Explorer 3.5 XLT Auto 4WD,$25.990.000 CLP,66.641 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-ford-explorer-3-5-xlt-auto-4wd/CP-AD-7971646/?Cr=496
459,2020,BMW 118 1.5 118i A Dynamic 5P,$25.990.000 CLP,24.803 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-bmw-118-1-5-118i-a-dynamic-5p/CP-AD-7971621/?Cr=497
460,2015,BMW X6 XDRIVE 30 D,$33.000.000 CLP,108.000 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2015-bmw-x6-xdrive-30-d/CP-AD-7973004/?Cr=498
461,2015,Toyota Rav4 2.5 AUT,$17.480.000 CLP,58.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2015-toyota-rav4-2-5-aut/CP-AD-7973165/?Cr=499
462,2019,VOLVO V40 T5 Inscription,$25.480.000 CLP,33.400 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-v40-t5-inscription/CP-AD-7943036/?Cr=501
463,2013,Chevrolet Tracker,$11.990.000 CLP,95.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-chevrolet-tracker/CP-AD-7926747/?Cr=502
464,2018,Toyota Yaris 1.5 GLI,$10.990.000 CLP,41.300 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-toyota-yaris-1-5-gli/CP-AD-7960214/?Cr=503
465,2020,Chevrolet Colorado 2.8TD Auto LTZ 4WD,$32.490.000 CLP,41.050 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2020-chevrolet-colorado-2-8td-auto-ltz-4wd/CP-AD-7963870/?Cr=504
466,2020,Chevrolet Spark Gt 1.2,$9.290.000 CLP,43.900 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2020-chevrolet-spark-gt-1-2/CP-AD-7918398/?Cr=505
467,2016,Jeep Compass 2.4 Sport Auto,$14.490.000 CLP,80.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2016-jeep-compass-2-4-sport-auto/CP-AD-7978756/?Cr=506
468,2018,Chevrolet Silverado 5.3 Auto LTZ Z71 DC 4WD,$34.990.000 CLP,37.700 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2018-chevrolet-silverado-5-3-auto-ltz-z71-dc-4wd/CP-AD-7970149/?Cr=507
469,2019,Volkswagen Tiguan 1.4 TSI DSG Highline 7A,$25.980.000 CLP,35.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-volkswagen-tiguan-1-4-tsi-dsg-highline-7a/CP-AD-7938499/?Cr=508
470,2015,Mercedes-Benz E 220 2.1 E 220 CDI Auto,$25.990.000 CLP,90.546 km,Automática,Diesel,https://www.chileautos.cl/vehiculos/detalles/2015-mercedes-benz-e-220-2-1-e-220-cdi-auto/CP-AD-7972039/?Cr=509
471,2017,Fiat Strada 1.4 Manual Manual Trekking,$9.990.000 CLP,100.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-fiat-strada-1-4-manual-manual-trekking/CP-AD-7893821/?Cr=511
472,2022,Suzuki Ertiga 1.5 GLX Plus,$16.470.000 CLP,Manual,Bencina,16 Kms/Lt.,https://www.chileautos.cl/vehiculos/detalles/2022-suzuki-ertiga-1-5-glx-plus/CP-AD-7958259/?Cr=512
473,2011,Jeep Wrangler 3.8 Unlimited Rubicon Auto,$18.990.000 CLP,129.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2011-jeep-wrangler-3-8-unlimited-rubicon-auto/CP-AD-7961004/?Cr=514
474,2021,BMW 118 1.5 118i A Dynamic 5P,$28.900.000 CLP,21.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2021-bmw-118-1-5-118i-a-dynamic-5p/CP-AD-7905168/?Cr=515
475,2013,Audi A3 TFSI SPORTBACK AT 3P,$12.950.000 CLP,86.000 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-audi-a3-tfsi-sportback-at-3p/CP-AD-7910937/?Cr=516
476,2013,Volkswagen Polo POLO CONFORTLINE 1.4 CC,$7.890.000 CLP,128.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-volkswagen-polo-polo-confortline-1-4-cc/CP-AD-7954984/?Cr=517
477,2017,Toyota Corolla 1.8 GL,$11.990.000 CLP,96.238 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2017-toyota-corolla-1-8-gl/CP-AD-7962912/?Cr=518
478,2019,Suzuki Baleno 1.4 GLS,$11.490.000 CLP,61.000 km,Manual,Bencina,https://www.chileautos.cl/vehiculos/detalles/2019-suzuki-baleno-1-4-gls/CP-AD-7963277/?Cr=519
479,2013,Opel Astra 1.6 Turbo Auto Enjoy,$11.280.000 CLP,76.600 km,Automática,Bencina,https://www.chileautos.cl/vehiculos/detalles/2013-opel-astra-1-6-turbo-auto-enjoy/CP-AD-954109/?Cr=520
